n_all_persons,n_top50_persons,p90_distance_all_km,share_top50_above_p90_distance,share_co2_top50,old_diesel_share_all,old_diesel_share_top50
1374,50,66.42371400000002,0.88,0.14239697043947339,0.09170305676855896,0.22
