poi_id,poi_type,lat,lon,x,y,mode,edge_id,lane_id,pos,dist_to_edge,status,error_reason
home_106697,home,46.127557,-1.013057,42673.13,41370.38,pedestrian,-458305892,-458305892_0,44.27,36.06,mapped,
home_106697,home,46.127557,-1.013057,42673.13,41370.38,passenger,113741409#8,113741409#8_0,1.68,60.21,mapped,
home_106701,home,46.128244,-0.999392,43726.86,41473.20,pedestrian,-113747971,-113747971_0,5.48,32.20,mapped,
home_106701,home,46.128244,-0.999392,43726.86,41473.20,passenger,-113747971,-113747971_0,5.48,32.20,mapped,
home_106713,home,46.128752,-1.011407,42797.27,41506.34,pedestrian,-114214128#0,-114214128#0_0,20.14,5.04,mapped,
home_106713,home,46.128752,-1.011407,42797.27,41506.34,passenger,106568767#2,106568767#2_0,0.10,51.63,mapped,
home_106720,home,46.1315,-1.00644,43173.31,41821.28,pedestrian,-113741400#4,-113741400#4_0,11.24,14.91,mapped,
home_106720,home,46.1315,-1.00644,43173.31,41821.28,passenger,-113741400#4,-113741400#4_0,11.24,14.91,mapped,
home_106749,home,46.126396,-1.011248,42816.11,41244.88,pedestrian,-113747968#9,-113747968#9_0,31.03,15.61,mapped,
home_106749,home,46.126396,-1.011248,42816.11,41244.88,passenger,-113747968#9,-113747968#9_0,31.03,15.61,mapped,
home_106756,home,46.122583,-1.007051,43150.97,40829.35,pedestrian,671412472#0,671412472#0_0,61.09,23.98,mapped,
