person_id,status,reason
166106,ok,
166107,ok,
166109,ok,
166110,ok,
166111,ok,
166112,ok,
166113,ok,
166118,ok,
166119,ok,
166120,ok,
166121,ok,
166144,ok,
166146,ok,
166147,ok,
166148,ok,
166152,ok,
166154,ok,
166181,ok,
166197,ok,
166204,ok,
166205,ok,
166206,ok,
166207,ok,
166208,ok,
166209,ok,
166210,ok,
166211,ok,
166227,ok,
166237,ok,
166238,ok,
166242,ok,
16626,ok,
166264,ok,
166265,ok,
16627,ok,
166285,ok,
166286,ok,
166289,ok,
166295,ok,
166342,ok,
166343,ok,
166356,ok,
166357,ok,
166396,ok,
166407,ok,
166408,ok,
166444,ok,
166445,ok,
166450,ok,
166451,ok,
166462,ok,
166467,ok,
166468,ok,
166475,ok,
166476,ok,
166479,ok,
166497,ok,
166527,ok,
166533,ok,
166534,ok,
166535,ok,
166567,ok,
166568,ok,
166569,ok,
166570,ok,
166588,ok,
166589,ok,
166606,ok,
166607,ok,
166608,ok,
166609,ok,
166610,ok,
166615,ok,
166616,ok,
166617,ok,
166618,ok,
166645,ok,
166650,ok,
166651,ok,
166670,ok,
166680,ok,
166691,ok,
166710,ok,
166711,ok,
166713,ok,
166729,ok,
166730,ok,
166731,ok,
166732,ok,
166733,ok,
166750,ok,
166756,ok,
166770,ok,
166772,ok,
166783,ok,
166788,ok,
166789,ok,
166792,ok,
166793,ok,
166794,ok,
166796,ok,
166797,ok,
166800,ok,
166838,ok,
166849,ok,
166850,ok,
166859,ok,
166867,ok,
166868,ok,
166896,ok,
167017,ok,
167018,ok,
167021,ok,
167022,ok,
16705,ok,
16709,ok,
167092,ok,
16710,ok,
167109,ok,
167110,ok,
167123,ok,
167132,ok,
16715,ok,
16716,ok,
167189,ok,
167191,ok,
167192,ok,
167197,ok,
167198,ok,
167201,ok,
167202,ok,
167203,ok,
16722,ok,
16723,ok,
167234,ok,
16724,ok,
167267,ok,
167329,ok,
167330,ok,
167333,ok,
167334,ok,
167335,ok,
167336,ok,
167342,ok,
167343,ok,
167344,ok,
167345,ok,
167346,ok,
167362,ok,
167363,ok,
167364,ok,
167365,ok,
167366,ok,
16745,ok,
16746,ok,
16747,ok,
167478,ok,
167479,ok,
16748,ok,
167487,ok,
16749,ok,
16750,ok,
167510,ok,
167511,ok,
167512,ok,
16754,ok,
16755,ok,
16756,ok,
167573,ok,
