,Possession of license,HTS,HTS adjust with INSEE population weights,EQASIM,Proportion_HTS,Proportion_EQASIM
0,False,65415.1595609,75020.25586426308,54463.63636363636,0.11230315111058913,0.08190804314835323
1,True,517072.1430125,592995.3351710036,610472.7272727273,0.8876968488894108,0.9180919568516468
