person_id;person_trip_id;leg_index;access_stop_id;egress_stop_id;transit_line_id;transit_route_id;departure_id;access_area_id;egress_area_id;transit_mode
581445;0;3;MOBIITI:Quay:113809.link:49520;MOBIITI:Quay:113903.link:109240;CA_LA_ROCHELLE:Line:11;CA_LA_ROCHELLE:VehicleJourney:C3348772;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78728;bus
581582;0;1;MOBIITI:Quay:113804.link:125310;MOBIITI:Quay:113771.link:198708;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352649;;MOBIITI:StopPlace:78680;MOBIITI:StopPlace:78663;bus
581582;1;4;MOBIITI:Quay:113772.link:198709;MOBIITI:Quay:113803.link:153999;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348589;;MOBIITI:StopPlace:78663;MOBIITI:StopPlace:78680;bus
581582;1;6;MOBIITI:Quay:113804.link:125310;MOBIITI:Quay:114105.link:156853;CA_LA_ROCHELLE:Line:8;CA_LA_ROCHELLE:VehicleJourney:C3319129;;MOBIITI:StopPlace:78680;MOBIITI:StopPlace:78831;bus
581583;0;1;MOBIITI:Quay:114118.link:18691;MOBIITI:Quay:114100.link:169418;CA_LA_ROCHELLE:Line:17;CA_LA_ROCHELLE:VehicleJourney:C3352591;;MOBIITI:StopPlace:78838;MOBIITI:StopPlace:78829;bus
581583;1;4;MOBIITI:Quay:114425.link:16680;MOBIITI:Quay:114104.link:216084;CA_LA_ROCHELLE:Line:8;CA_LA_ROCHELLE:VehicleJourney:C3319148;;MOBIITI:StopPlace:79004;MOBIITI:StopPlace:78831;bus
581659;0;1;MOBIITI:Quay:114233.link:53789;MOBIITI:Quay:113788.link:50021;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351478;;MOBIITI:StopPlace:78896;MOBIITI:StopPlace:78671;bus
581659;0;3;MOBIITI:Quay:113788.link:61433;MOBIITI:Quay:114535.link:19054;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360360;;MOBIITI:StopPlace:78671;MOBIITI:StopPlace:79069;bus
5817;0;1;MOBIITI:Quay:114662.link:134372;MOBIITI:Quay:114172.link:68458;CA_LA_ROCHELLE:Line:5;CA_LA_ROCHELLE:VehicleJourney:C3350355;;MOBIITI:StopPlace:79141;MOBIITI:StopPlace:78866;bus
5817;0;3;MOBIITI:Quay:114172.link:68459;MOBIITI:Quay:114440.link:16800;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360390;;MOBIITI:StopPlace:78866;MOBIITI:StopPlace:79012;bus
581743;1;2;MOBIITI:Quay:113804.link:125310;MOBIITI:Quay:113758.link:202451;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348555;;MOBIITI:StopPlace:78680;MOBIITI:StopPlace:78657;bus
581920;0;1;MOBIITI:Quay:114205.link:68894;MOBIITI:Quay:114221.link:128970;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351474;;MOBIITI:StopPlace:78882;MOBIITI:StopPlace:78891;bus
581920;1;4;MOBIITI:Quay:114222.link:189850;MOBIITI:Quay:114238.link:84134;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351461;;MOBIITI:StopPlace:78891;MOBIITI:StopPlace:78898;bus
581924;0;1;MOBIITI:Quay:114205.link:68894;MOBIITI:Quay:114220.link:93181;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351471;;MOBIITI:StopPlace:78882;MOBIITI:StopPlace:78890;bus
581924;1;4;MOBIITI:Quay:114219.link:93180;MOBIITI:Quay:114238.link:84134;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351420;;MOBIITI:StopPlace:78890;MOBIITI:StopPlace:78898;bus
581944;2;3;MOBIITI:Quay:114540.link:1231;MOBIITI:Quay:114445.link:40116;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351746;;MOBIITI:StopPlace:79072;MOBIITI:StopPlace:79015;bus
581950;0;1;MOBIITI:Quay:113842.link:94711;MOBIITI:Quay:114106.link:156861;CA_LA_ROCHELLE:Line:8;CA_LA_ROCHELLE:VehicleJourney:C3319111;;MOBIITI:StopPlace:78694;MOBIITI:StopPlace:78832;bus
581950;1;4;MOBIITI:Quay:114228.link:128963;MOBIITI:Quay:114234.link:89426;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351419;;MOBIITI:StopPlace:78893;MOBIITI:StopPlace:78896;bus
581950;2;7;MOBIITI:Quay:113801.link:68237;MOBIITI:Quay:113842.link:94711;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348652;;MOBIITI:StopPlace:78679;MOBIITI:StopPlace:78694;bus
581950;3;10;MOBIITI:Quay:114146.link:38629;MOBIITI:Quay:114145.link:114177;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351801;;MOBIITI:StopPlace:78852;MOBIITI:StopPlace:78851;bus
582004;0;1;MOBIITI:Quay:113828.link:166175;MOBIITI:Quay:113802.link:68238;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348533;;MOBIITI:StopPlace:78687;MOBIITI:StopPlace:78679;bus
582004;1;4;MOBIITI:Quay:113801.link:68237;MOBIITI:Quay:113830.link:166164;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348512;;MOBIITI:StopPlace:78679;MOBIITI:StopPlace:78687;bus
582058;0;1;MOBIITI:Quay:114441.link:13891;MOBIITI:Quay:114173.link:68458;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360360;;MOBIITI:StopPlace:79012;MOBIITI:StopPlace:78866;bus
582058;1;4;MOBIITI:Quay:114172.link:68459;MOBIITI:Quay:114440.link:16800;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360482;;MOBIITI:StopPlace:78866;MOBIITI:StopPlace:79012;bus
582100;1;2;MOBIITI:Quay:113813.link:64322;MOBIITI:Quay:114227.link:128962;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351544;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78893;bus
582119;0;1;MOBIITI:Quay:113836.link:34831;MOBIITI:Quay:113830.link:166164;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348635;;MOBIITI:StopPlace:78690;MOBIITI:StopPlace:78687;bus
582119;0;3;MOBIITI:Quay:113830.link:166164;MOBIITI:Quay:114105.link:156853;CA_LA_ROCHELLE:Line:8;CA_LA_ROCHELLE:VehicleJourney:C3319119;;MOBIITI:StopPlace:78687;MOBIITI:StopPlace:78831;bus
582119;1;6;MOBIITI:Quay:114117.link:2406;MOBIITI:Quay:114214.link:213056;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351456;;MOBIITI:StopPlace:78838;MOBIITI:StopPlace:78887;bus
582157;2;7;MOBIITI:Quay:113985.link:35643;MOBIITI:Quay:114008.link:19751;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352465;;MOBIITI:StopPlace:78771;MOBIITI:StopPlace:78783;bus
582160;0;1;MOBIITI:Quay:114670.link:113898;MOBIITI:Quay:114610.link:57233;CA_LA_ROCHELLE:Line:5;CA_LA_ROCHELLE:VehicleJourney:C3350381;;MOBIITI:StopPlace:79146;MOBIITI:StopPlace:79113;bus
582160;0;3;MOBIITI:Quay:114609.link:164632;MOBIITI:Quay:114001.link:147169;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351816;;MOBIITI:StopPlace:79113;MOBIITI:StopPlace:78779;bus
582160;1;6;MOBIITI:Quay:114000.link:147169;MOBIITI:Quay:114535.link:19054;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351750;;MOBIITI:StopPlace:78779;MOBIITI:StopPlace:79069;bus
582160;3;10;MOBIITI:Quay:113750.link:50018;MOBIITI:Quay:113840.link:129841;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348539;;MOBIITI:StopPlace:78652;MOBIITI:StopPlace:78692;bus
582189;0;1;MOBIITI:Quay:114591.link:26476;MOBIITI:Quay:113823.link:43726;CA_LA_ROCHELLE:Line:6;CA_LA_ROCHELLE:VehicleJourney:C3348631;;MOBIITI:StopPlace:79101;MOBIITI:StopPlace:78684;bus
582189;0;3;MOBIITI:Quay:113823.link:43726;MOBIITI:Quay:113825.link:47400;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348598;;MOBIITI:StopPlace:78684;MOBIITI:StopPlace:78685;bus
582305;0;1;MOBIITI:Quay:114609.link:164632;MOBIITI:Quay:114605.link:880;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351841;;MOBIITI:StopPlace:79113;MOBIITI:StopPlace:79110;bus
582305;1;4;MOBIITI:Quay:114604.link:877;MOBIITI:Quay:114610.link:57233;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351742;;MOBIITI:StopPlace:79110;MOBIITI:StopPlace:79113;bus
582305;2;7;MOBIITI:Quay:113842.link:94711;MOBIITI:Quay:114417.link:151207;CA_LA_ROCHELLE:Line:8;CA_LA_ROCHELLE:VehicleJourney:C3319109;;MOBIITI:StopPlace:78694;MOBIITI:StopPlace:79000;bus
582305;3;10;MOBIITI:Quay:114418.link:151208;MOBIITI:Quay:113841.link:94712;CA_LA_ROCHELLE:Line:8;CA_LA_ROCHELLE:VehicleJourney:C3319153;;MOBIITI:StopPlace:79000;MOBIITI:StopPlace:78693;bus
582305;4;13;MOBIITI:Quay:113842.link:94711;MOBIITI:Quay:114221.link:128970;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351520;;MOBIITI:StopPlace:78694;MOBIITI:StopPlace:78891;bus
582350;0;1;MOBIITI:Quay:114534.link:46718;MOBIITI:Quay:113750.link:50018;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360494;;MOBIITI:StopPlace:79069;MOBIITI:StopPlace:78652;bus
582350;0;3;MOBIITI:Quay:113751.link:50017;MOBIITI:Quay:114625.link:169397;CA_LA_ROCHELLE:Line:5;CA_LA_ROCHELLE:VehicleJourney:C3350287;;MOBIITI:StopPlace:78652;MOBIITI:StopPlace:79122;bus
582350;1;6;MOBIITI:Quay:113801.link:68237;MOBIITI:Quay:113788.link:50021;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348555;;MOBIITI:StopPlace:78679;MOBIITI:StopPlace:78671;bus
582350;1;8;MOBIITI:Quay:113788.link:61433;MOBIITI:Quay:114535.link:19054;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360536;;MOBIITI:StopPlace:78671;MOBIITI:StopPlace:79069;bus
582366;3;8;MOBIITI:Quay:114213.link:213055;MOBIITI:Quay:114230.link:56741;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351545;;MOBIITI:StopPlace:78887;MOBIITI:StopPlace:78894;bus
582375;0;1;MOBIITI:Quay:114546.link:91476;MOBIITI:Quay:114193.link:186278;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360472;;MOBIITI:StopPlace:79075;MOBIITI:StopPlace:78877;bus
582387;0;1;MOBIITI:Quay:114600.link:182648;MOBIITI:Quay:114067.link:50603;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351808;;MOBIITI:StopPlace:79107;MOBIITI:StopPlace:78812;bus
582407;2;7;MOBIITI:Quay:114542.link:92346;MOBIITI:Quay:113813.link:64322;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360472;;MOBIITI:StopPlace:79073;MOBIITI:StopPlace:78683;bus
582407;2;9;MOBIITI:Quay:113819.link:159752;MOBIITI:Quay:113837.link:162691;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348615;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78690;bus
582408;0;1;MOBIITI:Quay:114213.link:213055;MOBIITI:Quay:114221.link:128970;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351474;;MOBIITI:StopPlace:78887;MOBIITI:StopPlace:78891;bus
582408;1;4;MOBIITI:Quay:114096.link:23814;MOBIITI:Quay:113828.link:166175;CA_LA_ROCHELLE:Line:16;CA_LA_ROCHELLE:VehicleJourney:C3360204;;MOBIITI:StopPlace:78827;MOBIITI:StopPlace:78687;bus
582408;1;6;MOBIITI:Quay:113828.link:166175;MOBIITI:Quay:113837.link:162691;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348505;;MOBIITI:StopPlace:78687;MOBIITI:StopPlace:78690;bus
582422;0;1;MOBIITI:Quay:113824.link:43761;MOBIITI:Quay:113842.link:94711;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348584;;MOBIITI:StopPlace:78684;MOBIITI:StopPlace:78694;bus
582422;0;3;MOBIITI:Quay:113842.link:94711;MOBIITI:Quay:114177.link:117983;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352621;;MOBIITI:StopPlace:78694;MOBIITI:StopPlace:78868;bus
582422;1;6;MOBIITI:Quay:114176.link:117984;MOBIITI:Quay:113828.link:166175;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352639;;MOBIITI:StopPlace:78868;MOBIITI:StopPlace:78687;bus
582422;1;8;MOBIITI:Quay:113828.link:166175;MOBIITI:Quay:113837.link:162691;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348505;;MOBIITI:StopPlace:78687;MOBIITI:StopPlace:78690;bus
582425;0;1;MOBIITI:Quay:114666.link:162674;MOBIITI:Quay:114667.link:165079;CA_LA_ROCHELLE:Line:5;CA_LA_ROCHELLE:VehicleJourney:C3350301;;MOBIITI:StopPlace:79143;MOBIITI:StopPlace:79144;bus
582425;1;4;MOBIITI:Quay:114667.link:165079;MOBIITI:Quay:114665.link:162681;CA_LA_ROCHELLE:Line:5;CA_LA_ROCHELLE:VehicleJourney:C3350367;;MOBIITI:StopPlace:79144;MOBIITI:StopPlace:79143;bus
582440;2;3;MOBIITI:Quay:114645.link:76434;MOBIITI:Quay:114675.link:171470;CA_LA_ROCHELLE:Line:5;CA_LA_ROCHELLE:VehicleJourney:C3350295;;MOBIITI:StopPlace:79133;MOBIITI:StopPlace:79149;bus
582441;0;1;MOBIITI:Quay:114675.link:171470;MOBIITI:Quay:114652.link:37902;CA_LA_ROCHELLE:Line:5;CA_LA_ROCHELLE:VehicleJourney:C3350325;;MOBIITI:StopPlace:79149;MOBIITI:StopPlace:79136;bus
582468;2;3;MOBIITI:Quay:113750.link:50018;MOBIITI:Quay:114727.link:223077;CA_LA_ROCHELLE:Line:NCV;CA_LA_ROCHELLE:VehicleJourney:C3349620;;MOBIITI:StopPlace:78652;MOBIITI:StopPlace:79177;bus
582468;3;6;MOBIITI:Quay:113819.link:32658;MOBIITI:Quay:113751.link:50017;CA_LA_ROCHELLE:Line:5;CA_LA_ROCHELLE:VehicleJourney:C3350309;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78652;bus
582512;1;2;MOBIITI:Quay:113995.link:23926;MOBIITI:Quay:113816.link:198091;CA_LA_ROCHELLE:Line:13;CA_LA_ROCHELLE:VehicleJourney:C3352210;;MOBIITI:StopPlace:78776;MOBIITI:StopPlace:78683;bus
582512;1;4;MOBIITI:Quay:113819.link:198091;MOBIITI:Quay:114216.link:93336;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351420;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78888;bus
582513;1;2;MOBIITI:Quay:114618.link:64336;MOBIITI:Quay:114671.link:113899;CA_LA_ROCHELLE:Line:5;CA_LA_ROCHELLE:VehicleJourney:C3350389;;MOBIITI:StopPlace:79118;MOBIITI:StopPlace:79146;bus
582707;2;3;MOBIITI:Quay:113801.link:68237;MOBIITI:Quay:113771.link:198708;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348584;;MOBIITI:StopPlace:78679;MOBIITI:StopPlace:78663;bus
582707;3;6;MOBIITI:Quay:113772.link:198709;MOBIITI:Quay:113802.link:68238;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348598;;MOBIITI:StopPlace:78663;MOBIITI:StopPlace:78679;bus
582724;1;2;MOBIITI:Quay:113828.link:166175;MOBIITI:Quay:113823.link:43726;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348653;;MOBIITI:StopPlace:78687;MOBIITI:StopPlace:78684;bus
582727;2;3;MOBIITI:Quay:113836.link:34831;MOBIITI:Quay:113774.link:89602;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348569;;MOBIITI:StopPlace:78690;MOBIITI:StopPlace:78664;bus
582727;3;6;MOBIITI:Quay:113773.link:89605;MOBIITI:Quay:113780.link:160006;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348678;;MOBIITI:StopPlace:78664;MOBIITI:StopPlace:78668;bus
582751;0;1;MOBIITI:Quay:113870.link:58466;MOBIITI:Quay:114447.link:36778;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360360;;MOBIITI:StopPlace:78710;MOBIITI:StopPlace:79016;bus
582751;1;4;MOBIITI:Quay:114446.link:36779;MOBIITI:Quay:113869.link:218361;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360658;;MOBIITI:StopPlace:79016;MOBIITI:StopPlace:78710;bus
582762;0;1;MOBIITI:Quay:113786.link:151364;MOBIITI:Quay:114299.link:107458;CA_LA_ROCHELLE:Line:20;CA_LA_ROCHELLE:VehicleJourney:C3360827;;MOBIITI:StopPlace:78670;MOBIITI:StopPlace:78933;bus
582762;0;3;MOBIITI:Quay:114299.link:107458;MOBIITI:Quay:114395.link:78258;CA_LA_ROCHELLE:Line:22;CA_LA_ROCHELLE:VehicleJourney:C3349758;;MOBIITI:StopPlace:78933;MOBIITI:StopPlace:78987;bus
582865;0;1;MOBIITI:Quay:113775.link:782;MOBIITI:Quay:113804.link:125310;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348588;;MOBIITI:StopPlace:78665;MOBIITI:StopPlace:78680;bus
582865;1;4;MOBIITI:Quay:113803.link:153999;MOBIITI:Quay:113752.link:165077;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348595;;MOBIITI:StopPlace:78680;MOBIITI:StopPlace:78653;bus
582915;3;10;MOBIITI:Quay:113791.link:178332;MOBIITI:Quay:113813.link:64322;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348536;;MOBIITI:StopPlace:78673;MOBIITI:StopPlace:78683;bus
582915;3;12;MOBIITI:Quay:113816.link:198091;MOBIITI:Quay:113991.link:78601;CA_LA_ROCHELLE:Line:13;CA_LA_ROCHELLE:VehicleJourney:C3352238;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78774;bus
582915;4;15;MOBIITI:Quay:114049.link:51760;MOBIITI:Quay:113818.link:198091;CA_LA_ROCHELLE:Line:14;CA_LA_ROCHELLE:VehicleJourney:C3319205;;MOBIITI:StopPlace:78802;MOBIITI:StopPlace:78683;bus
582915;4;17;MOBIITI:Quay:113819.link:32658;MOBIITI:Quay:114647.link:171469;CA_LA_ROCHELLE:Line:5;CA_LA_ROCHELLE:VehicleJourney:C3350375;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:79134;bus
582946;2;3;MOBIITI:Quay:113801.link:68237;MOBIITI:Quay:113789.link:123732;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348536;;MOBIITI:StopPlace:78679;MOBIITI:StopPlace:78672;bus
582946;3;6;MOBIITI:Quay:113790.link:123733;MOBIITI:Quay:113840.link:129841;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348497;;MOBIITI:StopPlace:78672;MOBIITI:StopPlace:78692;bus
583095;0;1;MOBIITI:Quay:113830.link:166164;MOBIITI:Quay:114118.link:18691;CA_LA_ROCHELLE:Line:8;CA_LA_ROCHELLE:VehicleJourney:C3319126;;MOBIITI:StopPlace:78687;MOBIITI:StopPlace:78838;bus
583095;1;4;MOBIITI:Quay:114117.link:2406;MOBIITI:Quay:113828.link:166175;CA_LA_ROCHELLE:Line:8;CA_LA_ROCHELLE:VehicleJourney:C3319153;;MOBIITI:StopPlace:78838;MOBIITI:StopPlace:78687;bus
583251;0;1;MOBIITI:Quay:113939.link:51401;MOBIITI:Quay:113821.link:49520;CA_LA_ROCHELLE:Line:12;CA_LA_ROCHELLE:VehicleJourney:C3352283;;MOBIITI:StopPlace:78748;MOBIITI:StopPlace:78683;bus
583251;0;3;MOBIITI:Quay:113819.link:198091;MOBIITI:Quay:113825.link:47400;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348664;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78685;bus
583285;1;2;MOBIITI:Quay:114058.link:153948;MOBIITI:Quay:113814.link:198091;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352409;;MOBIITI:StopPlace:78807;MOBIITI:StopPlace:78683;bus
583285;1;4;MOBIITI:Quay:113813.link:64322;MOBIITI:Quay:113771.link:198708;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348656;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78663;bus
583285;3;8;MOBIITI:Quay:114403.link:65221;MOBIITI:Quay:114421.link:151190;CA_LA_ROCHELLE:Line:8;CA_LA_ROCHELLE:VehicleJourney:C3319162;;MOBIITI:StopPlace:78992;MOBIITI:StopPlace:79002;bus
583285;3;10;MOBIITI:Quay:114421.link:151190;MOBIITI:Quay:114711.link:59293;CA_LA_ROCHELLE:Line:7;CA_LA_ROCHELLE:VehicleJourney:C3322118;;MOBIITI:StopPlace:79002;MOBIITI:StopPlace:79167;bus
583412;0;1;MOBIITI:Quay:114058.link:153948;MOBIITI:Quay:114146.link:38629;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351742;;MOBIITI:StopPlace:78807;MOBIITI:StopPlace:78852;bus
583412;0;3;MOBIITI:Quay:114146.link:38629;MOBIITI:Quay:114437.link:16838;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360472;;MOBIITI:StopPlace:78852;MOBIITI:StopPlace:79010;bus
583412;3;12;MOBIITI:Quay:114421.link:151190;MOBIITI:Quay:114383.link:59621;CA_LA_ROCHELLE:Line:7;CA_LA_ROCHELLE:VehicleJourney:C3322109;;MOBIITI:StopPlace:79002;MOBIITI:StopPlace:78981;bus
583438;0;1;MOBIITI:Quay:113836.link:34831;MOBIITI:Quay:113758.link:202451;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348588;;MOBIITI:StopPlace:78690;MOBIITI:StopPlace:78657;bus
583438;1;4;MOBIITI:Quay:113757.link:202559;MOBIITI:Quay:113778.link:177629;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348589;;MOBIITI:StopPlace:78657;MOBIITI:StopPlace:78667;bus
583521;0;1;MOBIITI:Quay:113763.link:4753;MOBIITI:Quay:113830.link:166164;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348534;;MOBIITI:StopPlace:78659;MOBIITI:StopPlace:78687;bus
583521;0;3;MOBIITI:Quay:113830.link:166164;MOBIITI:Quay:114227.link:128962;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351499;;MOBIITI:StopPlace:78687;MOBIITI:StopPlace:78893;bus
583521;2;7;MOBIITI:Quay:114228.link:128963;MOBIITI:Quay:113819.link:198091;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351423;;MOBIITI:StopPlace:78893;MOBIITI:StopPlace:78683;bus
583521;2;9;MOBIITI:Quay:113819.link:159752;MOBIITI:Quay:113764.link:4752;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348598;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78659;bus
583546;0;1;MOBIITI:Quay:113793.link:177635;MOBIITI:Quay:113788.link:50021;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348634;;MOBIITI:StopPlace:78674;MOBIITI:StopPlace:78671;bus
583546;0;3;MOBIITI:Quay:113788.link:61433;MOBIITI:Quay:114448.link:14001;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360360;;MOBIITI:StopPlace:78671;MOBIITI:StopPlace:79017;bus
583546;1;6;MOBIITI:Quay:114449.link:108565;MOBIITI:Quay:113795.link:145743;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360658;;MOBIITI:StopPlace:79017;MOBIITI:StopPlace:78675;bus
583546;1;8;MOBIITI:Quay:113795.link:50024;MOBIITI:Quay:113792.link:178331;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348676;;MOBIITI:StopPlace:78675;MOBIITI:StopPlace:78673;bus
583608;3;8;MOBIITI:Quay:114412.link:24821;MOBIITI:Quay:114117.link:2406;CA_LA_ROCHELLE:Line:8;CA_LA_ROCHELLE:VehicleJourney:C3319142;;MOBIITI:StopPlace:78997;MOBIITI:StopPlace:78838;bus
583707;0;1;MOBIITI:Quay:113844.link:165081;MOBIITI:Quay:113803.link:153999;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348598;;MOBIITI:StopPlace:78696;MOBIITI:StopPlace:78680;bus
583707;0;3;MOBIITI:Quay:113804.link:125310;MOBIITI:Quay:114221.link:128970;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351512;;MOBIITI:StopPlace:78680;MOBIITI:StopPlace:78891;bus
58386;0;1;MOBIITI:Quay:114257.link:139227;MOBIITI:Quay:113754.link:224563;CA_LA_ROCHELLE:Line:20;CA_LA_ROCHELLE:VehicleJourney:C3360805;;MOBIITI:StopPlace:78909;MOBIITI:StopPlace:78655;bus
58386;1;4;MOBIITI:Quay:113755.link:224561;MOBIITI:Quay:114256.link:139226;CA_LA_ROCHELLE:Line:20;CA_LA_ROCHELLE:VehicleJourney:C3360855;;MOBIITI:StopPlace:78655;MOBIITI:StopPlace:78909;bus
583936;0;1;MOBIITI:Quay:114146.link:38629;MOBIITI:Quay:114540.link:1231;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351742;;MOBIITI:StopPlace:78852;MOBIITI:StopPlace:79072;bus
