person_id;person_trip_id;leg_index;access_stop_id;egress_stop_id;transit_line_id;transit_route_id;departure_id;access_area_id;egress_area_id;transit_mode
523450;0;3;MOBIITI:Quay:114064.link:51367;MOBIITI:Quay:114089.link:153950;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352443;;MOBIITI:StopPlace:78811;MOBIITI:StopPlace:78824;bus
523450;0;5;MOBIITI:Quay:114089.link:153950;MOBIITI:Quay:114544.link:145195;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351733;;MOBIITI:StopPlace:78824;MOBIITI:StopPlace:79074;bus
523505;0;1;MOBIITI:Quay:114074.link:168949;MOBIITI:Quay:113814.link:198091;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352441;;MOBIITI:StopPlace:78816;MOBIITI:StopPlace:78683;bus
523505;0;3;MOBIITI:Quay:113819.link:198091;MOBIITI:Quay:114238.link:84134;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351403;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78898;bus
523505;1;6;MOBIITI:Quay:114237.link:138962;MOBIITI:Quay:113813.link:64322;CA_LA_ROCHELLE:Line:2;CA_LA_ROCHELLE:VehicleJourney:C3351522;;MOBIITI:StopPlace:78898;MOBIITI:StopPlace:78683;bus
523505;1;8;MOBIITI:Quay:113814.link:198091;MOBIITI:Quay:114075.link:168949;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352467;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78816;bus
523960;0;1;MOBIITI:Quay:114063.link:83269;MOBIITI:Quay:114036.link:162718;CA_LA_ROCHELLE:Line:245;CA_LA_ROCHELLE:VehicleJourney:C3361402;;MOBIITI:StopPlace:78810;MOBIITI:StopPlace:78796;bus
523960;0;3;MOBIITI:Quay:114037.link:20965;MOBIITI:Quay:113803.link:153999;CA_LA_ROCHELLE:Line:17;CA_LA_ROCHELLE:VehicleJourney:C3352596;;MOBIITI:StopPlace:78796;MOBIITI:StopPlace:78680;bus
523960;1;6;MOBIITI:Quay:113804.link:125310;MOBIITI:Quay:114134.link:42256;CA_LA_ROCHELLE:Line:17;CA_LA_ROCHELLE:VehicleJourney:C3352601;;MOBIITI:StopPlace:78680;MOBIITI:StopPlace:78846;bus
523960;1;8;MOBIITI:Quay:114134.link:42254;MOBIITI:Quay:114070.link:165684;CA_LA_ROCHELLE:Line:352;CA_LA_ROCHELLE:VehicleJourney:C3318418;;MOBIITI:StopPlace:78846;MOBIITI:StopPlace:78814;bus
523967;2;3;MOBIITI:Quay:114002.link:5795;MOBIITI:Quay:114060.link:43013;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352437;;MOBIITI:StopPlace:78780;MOBIITI:StopPlace:78809;bus
524142;0;1;MOBIITI:Quay:114085.link:100783;MOBIITI:Quay:114066.link:153946;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352441;;MOBIITI:StopPlace:78822;MOBIITI:StopPlace:78812;bus
524142;0;3;MOBIITI:Quay:114066.link:153946;MOBIITI:Quay:114146.link:38629;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351733;;MOBIITI:StopPlace:78812;MOBIITI:StopPlace:78852;bus
524142;0;5;MOBIITI:Quay:114147.link:80209;MOBIITI:Quay:114297.link:222115;CA_LA_ROCHELLE:Line:20;CA_LA_ROCHELLE:VehicleJourney:C3360839;;MOBIITI:StopPlace:78853;MOBIITI:StopPlace:78931;bus
524142;1;8;MOBIITI:Quay:114296.link:222116;MOBIITI:Quay:114146.link:38629;CA_LA_ROCHELLE:Line:20;CA_LA_ROCHELLE:VehicleJourney:C3360801;;MOBIITI:StopPlace:78931;MOBIITI:StopPlace:78852;bus
524142;1;10;MOBIITI:Quay:114147.link:80209;MOBIITI:Quay:114090.link:50597;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351821;;MOBIITI:StopPlace:78853;MOBIITI:StopPlace:78824;bus
524142;1;12;MOBIITI:Quay:114090.link:50597;MOBIITI:Quay:114086.link:100782;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352469;;MOBIITI:StopPlace:78824;MOBIITI:StopPlace:78822;bus
524208;1;2;MOBIITI:Quay:114129.link:23170;MOBIITI:Quay:114114.link:156859;CA_LA_ROCHELLE:Line:18;CA_LA_ROCHELLE:VehicleJourney:C3352619;;MOBIITI:StopPlace:78843;MOBIITI:StopPlace:78836;bus
524208;1;4;MOBIITI:Quay:114113.link:156856;MOBIITI:Quay:114101.link:2404;CA_LA_ROCHELLE:Line:8;CA_LA_ROCHELLE:VehicleJourney:C3319157;;MOBIITI:StopPlace:78836;MOBIITI:StopPlace:78830;bus
524208;1;6;MOBIITI:Quay:114102.link:2404;MOBIITI:Quay:114520.link:68670;CA_LA_ROCHELLE:Line:332;CA_LA_ROCHELLE:VehicleJourney:C3323577;;MOBIITI:StopPlace:78830;MOBIITI:StopPlace:79059;bus
524257;0;1;MOBIITI:Quay:114074.link:168949;MOBIITI:Quay:114066.link:153946;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352409;;MOBIITI:StopPlace:78816;MOBIITI:StopPlace:78812;bus
524257;1;4;MOBIITI:Quay:114067.link:50603;MOBIITI:Quay:114075.link:168949;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352469;;MOBIITI:StopPlace:78812;MOBIITI:StopPlace:78816;bus
524429;0;1;MOBIITI:Quay:114085.link:100783;MOBIITI:Quay:113814.link:198091;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352401;;MOBIITI:StopPlace:78822;MOBIITI:StopPlace:78683;bus
524649;0;1;MOBIITI:Quay:114139.link:163513;MOBIITI:Quay:113861.link:5792;CA_LA_ROCHELLE:Line:353;CA_LA_ROCHELLE:VehicleJourney:C3361493;;MOBIITI:StopPlace:78848;MOBIITI:StopPlace:78706;bus
524739;2;3;MOBIITI:Quay:114002.link:5795;MOBIITI:Quay:114080.link:109164;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352439;;MOBIITI:StopPlace:78780;MOBIITI:StopPlace:78819;bus
524751;0;1;MOBIITI:Quay:114139.link:163513;MOBIITI:Quay:113849.link:83355;CA_LA_ROCHELLE:Line:353;CA_LA_ROCHELLE:VehicleJourney:C3361494;;MOBIITI:StopPlace:78848;MOBIITI:StopPlace:78699;bus
524751;0;3;MOBIITI:Quay:113849.link:83355;MOBIITI:Quay:114441.link:13891;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360360;;MOBIITI:StopPlace:78699;MOBIITI:StopPlace:79012;bus
524751;1;6;MOBIITI:Quay:114440.link:16800;MOBIITI:Quay:113809.link:159752;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360658;;MOBIITI:StopPlace:79012;MOBIITI:StopPlace:78683;bus
524751;1;8;MOBIITI:Quay:113815.link:198091;MOBIITI:Quay:114138.link:163512;CA_LA_ROCHELLE:Line:352;CA_LA_ROCHELLE:VehicleJourney:C3318418;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78848;bus
524787;0;1;MOBIITI:Quay:114085.link:100783;MOBIITI:Quay:113814.link:198091;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352403;;MOBIITI:StopPlace:78822;MOBIITI:StopPlace:78683;bus
524787;0;3;MOBIITI:Quay:113813.link:64322;MOBIITI:Quay:113771.link:198708;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348635;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78663;bus
524787;1;6;MOBIITI:Quay:113768.link:123737;MOBIITI:Quay:113819.link:159752;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348538;;MOBIITI:StopPlace:78661;MOBIITI:StopPlace:78683;bus
524787;1;8;MOBIITI:Quay:113814.link:198091;MOBIITI:Quay:114086.link:100782;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352425;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78822;bus
524800;0;1;MOBIITI:Quay:114071.link:165682;MOBIITI:Quay:114036.link:162718;CA_LA_ROCHELLE:Line:245;CA_LA_ROCHELLE:VehicleJourney:C3361402;;MOBIITI:StopPlace:78814;MOBIITI:StopPlace:78796;bus
524800;0;3;MOBIITI:Quay:114037.link:20965;MOBIITI:Quay:114104.link:216084;CA_LA_ROCHELLE:Line:17;CA_LA_ROCHELLE:VehicleJourney:C3352596;;MOBIITI:StopPlace:78796;MOBIITI:StopPlace:78831;bus
524800;1;6;MOBIITI:Quay:114104.link:216084;MOBIITI:Quay:114146.link:38629;CA_LA_ROCHELLE:Line:18;CA_LA_ROCHELLE:VehicleJourney:C3352615;;MOBIITI:StopPlace:78831;MOBIITI:StopPlace:78852;bus
524800;1;8;MOBIITI:Quay:114147.link:80209;MOBIITI:Quay:114090.link:50597;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351808;;MOBIITI:StopPlace:78853;MOBIITI:StopPlace:78824;bus
524800;1;10;MOBIITI:Quay:114090.link:50597;MOBIITI:Quay:114086.link:100782;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352461;;MOBIITI:StopPlace:78824;MOBIITI:StopPlace:78822;bus
524849;3;8;MOBIITI:Quay:114110.link:114584;MOBIITI:Quay:114091.link:5584;CA_LA_ROCHELLE:Line:16;CA_LA_ROCHELLE:VehicleJourney:C3349068;;MOBIITI:StopPlace:78834;MOBIITI:StopPlace:78825;bus
524849;3;10;MOBIITI:Quay:114091.link:159157;MOBIITI:Quay:114138.link:163512;CA_LA_ROCHELLE:Line:17;CA_LA_ROCHELLE:VehicleJourney:C3352593;;MOBIITI:StopPlace:78825;MOBIITI:StopPlace:78848;bus
525019;0;1;MOBIITI:Quay:114074.link:168949;MOBIITI:Quay:113861.link:5792;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352403;;MOBIITI:StopPlace:78816;MOBIITI:StopPlace:78706;bus
525019;0;3;MOBIITI:Quay:113861.link:5792;MOBIITI:Quay:114434.link:108568;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360360;;MOBIITI:StopPlace:78706;MOBIITI:StopPlace:79008;bus
525287;2;3;MOBIITI:Quay:114077.link:109155;MOBIITI:Quay:114070.link:165684;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352447;;MOBIITI:StopPlace:78818;MOBIITI:StopPlace:78814;bus
525437;0;1;MOBIITI:Quay:114032.link:208749;MOBIITI:Quay:113995.link:23926;CA_LA_ROCHELLE:Line:14;CA_LA_ROCHELLE:VehicleJourney:C3319167;;MOBIITI:StopPlace:78795;MOBIITI:StopPlace:78776;bus
525437;1;4;MOBIITI:Quay:113994.link:23927;MOBIITI:Quay:114033.link:208750;CA_LA_ROCHELLE:Line:14;CA_LA_ROCHELLE:VehicleJourney:C3319195;;MOBIITI:StopPlace:78776;MOBIITI:StopPlace:78795;bus
525696;2;7;MOBIITI:Quay:114067.link:50603;MOBIITI:Quay:114071.link:165683;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352431;;MOBIITI:StopPlace:78812;MOBIITI:StopPlace:78814;bus
531739;2;3;MOBIITI:Quay:114170.link:1909;MOBIITI:Quay:114342.link:14513;CA_LA_ROCHELLE:Line:332;CA_LA_ROCHELLE:VehicleJourney:C3323574;;MOBIITI:StopPlace:78865;MOBIITI:StopPlace:78958;bus
531833;2;7;MOBIITI:Quay:114059.link:6152;MOBIITI:Quay:113814.link:198091;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352417;;MOBIITI:StopPlace:78808;MOBIITI:StopPlace:78683;bus
531833;2;9;MOBIITI:Quay:113813.link:64322;MOBIITI:Quay:113842.link:94711;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348658;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78694;bus
531833;2;11;MOBIITI:Quay:113842.link:94711;MOBIITI:Quay:114178.link:117686;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352655;;MOBIITI:StopPlace:78694;MOBIITI:StopPlace:78869;bus
531839;1;2;MOBIITI:Quay:114096.link:23814;MOBIITI:Quay:113803.link:153999;CA_LA_ROCHELLE:Line:8;CA_LA_ROCHELLE:VehicleJourney:C3319157;;MOBIITI:StopPlace:78827;MOBIITI:StopPlace:78680;bus
531839;1;4;MOBIITI:Quay:113804.link:125310;MOBIITI:Quay:114178.link:117686;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352651;;MOBIITI:StopPlace:78680;MOBIITI:StopPlace:78869;bus
531947;1;2;MOBIITI:Quay:114396.link:88055;MOBIITI:Quay:114276.link:88105;CA_LA_ROCHELLE:Line:22;CA_LA_ROCHELLE:VehicleJourney:C3361052;;MOBIITI:StopPlace:78987;MOBIITI:StopPlace:78919;bus
531947;1;4;MOBIITI:Quay:114276.link:88105;MOBIITI:Quay:114244.link:4318;CA_LA_ROCHELLE:Line:20;CA_LA_ROCHELLE:VehicleJourney:C3360803;;MOBIITI:StopPlace:78919;MOBIITI:StopPlace:78902;bus
531947;1;6;MOBIITI:Quay:114245.link:4317;MOBIITI:Quay:114178.link:117686;CA_LA_ROCHELLE:Line:271;CA_LA_ROCHELLE:VehicleJourney:C3361462;;MOBIITI:StopPlace:78902;MOBIITI:StopPlace:78869;bus
53202;0;1;MOBIITI:Quay:114282.link:181859;MOBIITI:Quay:114146.link:38629;CA_LA_ROCHELLE:Line:20;CA_LA_ROCHELLE:VehicleJourney:C3360787;;MOBIITI:StopPlace:78923;MOBIITI:StopPlace:78852;bus
53202;1;4;MOBIITI:Quay:114147.link:80209;MOBIITI:Quay:114266.link:139206;CA_LA_ROCHELLE:Line:20;CA_LA_ROCHELLE:VehicleJourney:C3360855;;MOBIITI:StopPlace:78853;MOBIITI:StopPlace:78914;bus
532255;0;1;MOBIITI:Quay:114184.link:121679;MOBIITI:Quay:114172.link:68458;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352658;;MOBIITI:StopPlace:78872;MOBIITI:StopPlace:78866;bus
532255;0;3;MOBIITI:Quay:114172.link:68459;MOBIITI:Quay:114433.link:108569;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360494;;MOBIITI:StopPlace:78866;MOBIITI:StopPlace:79008;bus
532255;1;6;MOBIITI:Quay:114434.link:108568;MOBIITI:Quay:114193.link:186278;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360536;;MOBIITI:StopPlace:79008;MOBIITI:StopPlace:78877;bus
532255;1;8;MOBIITI:Quay:114193.link:10378;MOBIITI:Quay:114183.link:187120;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352651;;MOBIITI:StopPlace:78877;MOBIITI:StopPlace:78872;bus
532332;0;1;MOBIITI:Quay:114178.link:117686;MOBIITI:Quay:113828.link:166175;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352629;;MOBIITI:StopPlace:78869;MOBIITI:StopPlace:78687;bus
532332;1;4;MOBIITI:Quay:113830.link:166164;MOBIITI:Quay:114178.link:117686;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352643;;MOBIITI:StopPlace:78687;MOBIITI:StopPlace:78869;bus
532384;0;1;MOBIITI:Quay:114184.link:121679;MOBIITI:Quay:113828.link:166175;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352629;;MOBIITI:StopPlace:78872;MOBIITI:StopPlace:78687;bus
532384;1;4;MOBIITI:Quay:113830.link:166164;MOBIITI:Quay:114183.link:187120;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352651;;MOBIITI:StopPlace:78687;MOBIITI:StopPlace:78872;bus
532385;0;1;MOBIITI:Quay:114184.link:121679;MOBIITI:Quay:113828.link:166175;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352657;;MOBIITI:StopPlace:78872;MOBIITI:StopPlace:78687;bus
532385;0;3;MOBIITI:Quay:113828.link:166175;MOBIITI:Quay:113794.link:198680;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348535;;MOBIITI:StopPlace:78687;MOBIITI:StopPlace:78674;bus
532576;0;1;MOBIITI:Quay:114178.link:117686;MOBIITI:Quay:114172.link:68458;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352657;;MOBIITI:StopPlace:78869;MOBIITI:StopPlace:78866;bus
532576;0;3;MOBIITI:Quay:114172.link:68459;MOBIITI:Quay:114433.link:108569;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360494;;MOBIITI:StopPlace:78866;MOBIITI:StopPlace:79008;bus
532576;1;6;MOBIITI:Quay:114434.link:108568;MOBIITI:Quay:114193.link:186278;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360472;;MOBIITI:StopPlace:79008;MOBIITI:StopPlace:78877;bus
532576;1;8;MOBIITI:Quay:114193.link:10378;MOBIITI:Quay:114178.link:117686;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352624;;MOBIITI:StopPlace:78877;MOBIITI:StopPlace:78869;bus
532637;0;1;MOBIITI:Quay:114184.link:121679;MOBIITI:Quay:113828.link:166175;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352627;;MOBIITI:StopPlace:78872;MOBIITI:StopPlace:78687;bus
532637;1;4;MOBIITI:Quay:113830.link:166164;MOBIITI:Quay:114183.link:187120;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352643;;MOBIITI:StopPlace:78687;MOBIITI:StopPlace:78872;bus
532637;2;7;MOBIITI:Quay:114184.link:121679;MOBIITI:Quay:113841.link:94712;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352639;;MOBIITI:StopPlace:78872;MOBIITI:StopPlace:78693;bus
532637;2;9;MOBIITI:Quay:114147.link:80209;MOBIITI:Quay:114600.link:182648;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351821;;MOBIITI:StopPlace:78853;MOBIITI:StopPlace:79107;bus
532637;3;12;MOBIITI:Quay:113870.link:58466;MOBIITI:Quay:113813.link:64322;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360568;;MOBIITI:StopPlace:78710;MOBIITI:StopPlace:78683;bus
532637;3;14;MOBIITI:Quay:113817.link:64325;MOBIITI:Quay:114102.link:104144;CA_LA_ROCHELLE:Line:358;CA_LA_ROCHELLE:VehicleJourney:C3361418;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78830;bus
532637;3;16;MOBIITI:Quay:114102.link:2404;MOBIITI:Quay:114332.link:29453;CA_LA_ROCHELLE:Line:332;CA_LA_ROCHELLE:VehicleJourney:C3323577;;MOBIITI:StopPlace:78830;MOBIITI:StopPlace:78953;bus
532644;0;1;MOBIITI:Quay:114178.link:117686;MOBIITI:Quay:114172.link:68458;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352657;;MOBIITI:StopPlace:78869;MOBIITI:StopPlace:78866;bus
532644;0;3;MOBIITI:Quay:114172.link:68459;MOBIITI:Quay:114438.link:16839;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360494;;MOBIITI:StopPlace:78866;MOBIITI:StopPlace:79010;bus
532644;1;6;MOBIITI:Quay:114437.link:16838;MOBIITI:Quay:114193.link:186278;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360532;;MOBIITI:StopPlace:79010;MOBIITI:StopPlace:78877;bus
532644;1;8;MOBIITI:Quay:114193.link:10378;MOBIITI:Quay:114178.link:117686;CA_LA_ROCHELLE:Line:19;CA_LA_ROCHELLE:VehicleJourney:C3352651;;MOBIITI:StopPlace:78877;MOBIITI:StopPlace:78869;bus
532695;5;16;MOBIITI:Quay:113751.link:50017;MOBIITI:Quay:114651.link:37903;CA_LA_ROCHELLE:Line:5;CA_LA_ROCHELLE:VehicleJourney:C3350289;;MOBIITI:StopPlace:78652;MOBIITI:StopPlace:79136;bus
532806;2;7;MOBIITI:Quay:114129.link:23170;MOBIITI:Quay:114245.link:4317;CA_LA_ROCHELLE:Line:20;CA_LA_ROCHELLE:VehicleJourney:C3360853;;MOBIITI:StopPlace:78843;MOBIITI:StopPlace:78902;bus
532806;2;9;MOBIITI:Quay:114245.link:4317;MOBIITI:Quay:114521.link:90902;CA_LA_ROCHELLE:Line:272;CA_LA_ROCHELLE:VehicleJourney:C3361468;;MOBIITI:StopPlace:78902;MOBIITI:StopPlace:79060;bus
532866;0;1;MOBIITI:Quay:114342.link:14514;MOBIITI:Quay:114101.link:2403;CA_LA_ROCHELLE:Line:332;CA_LA_ROCHELLE:VehicleJourney:C3323572;;MOBIITI:StopPlace:78958;MOBIITI:StopPlace:78830;bus
532866;0;3;MOBIITI:Quay:114101.link:2404;MOBIITI:Quay:114128.link:187322;CA_LA_ROCHELLE:Line:17;CA_LA_ROCHELLE:VehicleJourney:C3352596;;MOBIITI:StopPlace:78830;MOBIITI:StopPlace:78843;bus
532866;1;6;MOBIITI:Quay:114129.link:23170;MOBIITI:Quay:114114.link:156859;CA_LA_ROCHELLE:Line:18;CA_LA_ROCHELLE:VehicleJourney:C3352612;;MOBIITI:StopPlace:78843;MOBIITI:StopPlace:78836;bus
532866;1;8;MOBIITI:Quay:114113.link:156856;MOBIITI:Quay:114101.link:2404;CA_LA_ROCHELLE:Line:18;CA_LA_ROCHELLE:VehicleJourney:C3352606;;MOBIITI:StopPlace:78836;MOBIITI:StopPlace:78830;bus
532866;1;10;MOBIITI:Quay:114102.link:2404;MOBIITI:Quay:114342.link:14513;CA_LA_ROCHELLE:Line:332;CA_LA_ROCHELLE:VehicleJourney:C3323577;;MOBIITI:StopPlace:78830;MOBIITI:StopPlace:78958;bus
532944;0;1;MOBIITI:Quay:114342.link:14514;MOBIITI:Quay:114101.link:2403;CA_LA_ROCHELLE:Line:332;CA_LA_ROCHELLE:VehicleJourney:C3323572;;MOBIITI:StopPlace:78958;MOBIITI:StopPlace:78830;bus
532944;1;4;MOBIITI:Quay:114102.link:2404;MOBIITI:Quay:114342.link:14513;CA_LA_ROCHELLE:Line:332;CA_LA_ROCHELLE:VehicleJourney:C3323577;;MOBIITI:StopPlace:78830;MOBIITI:StopPlace:78958;bus
533069;0;1;MOBIITI:Quay:114007.link:131558;MOBIITI:Quay:113888.link:162309;CA_LA_ROCHELLE:Line:13;CA_LA_ROCHELLE:VehicleJourney:C3352210;;MOBIITI:StopPlace:78782;MOBIITI:StopPlace:78720;bus
533069;1;4;MOBIITI:Quay:113816.link:198091;MOBIITI:Quay:114009.link:7538;CA_LA_ROCHELLE:Line:13;CA_LA_ROCHELLE:VehicleJourney:C3352238;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78784;bus
533069;5;10;MOBIITI:Quay:113999.link:187104;MOBIITI:Quay:114000.link:147170;CA_LA_ROCHELLE:Line:13;CA_LA_ROCHELLE:VehicleJourney:C3352216;;MOBIITI:StopPlace:78778;MOBIITI:StopPlace:78779;bus
533069;5;12;MOBIITI:Quay:114001.link:147169;MOBIITI:Quay:114605.link:880;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351821;;MOBIITI:StopPlace:78779;MOBIITI:StopPlace:79110;bus
533161;1;2;MOBIITI:Quay:114065.link:51366;MOBIITI:Quay:114075.link:168949;CA_LA_ROCHELLE:Line:15;CA_LA_ROCHELLE:VehicleJourney:C3352461;;MOBIITI:StopPlace:78811;MOBIITI:StopPlace:78816;bus
533203;1;2;MOBIITI:Quay:113976.link:96911;MOBIITI:Quay:113998.link:187103;CA_LA_ROCHELLE:Line:13;CA_LA_ROCHELLE:VehicleJourney:C3352236;;MOBIITI:StopPlace:78767;MOBIITI:StopPlace:78778;bus
533412;0;1;MOBIITI:Quay:113977.link:96912;MOBIITI:Quay:113816.link:198091;CA_LA_ROCHELLE:Line:13;CA_LA_ROCHELLE:VehicleJourney:C3352195;;MOBIITI:StopPlace:78767;MOBIITI:StopPlace:78683;bus
533412;0;3;MOBIITI:Quay:113813.link:223077;MOBIITI:Quay:114193.link:10378;CA_LA_ROCHELLE:Line:5;CA_LA_ROCHELLE:VehicleJourney:C3350432;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78877;bus
533412;1;6;MOBIITI:Quay:113776.link:202561;MOBIITI:Quay:113819.link:198091;CA_LA_ROCHELLE:Line:1;CA_LA_ROCHELLE:VehicleJourney:C3348653;;MOBIITI:StopPlace:78666;MOBIITI:StopPlace:78683;bus
533412;1;8;MOBIITI:Quay:113816.link:198091;MOBIITI:Quay:113976.link:96911;CA_LA_ROCHELLE:Line:13;CA_LA_ROCHELLE:VehicleJourney:C3352236;;MOBIITI:StopPlace:78683;MOBIITI:StopPlace:78767;bus
533628;0;1;MOBIITI:Quay:113977.link:96912;MOBIITI:Quay:113888.link:162309;CA_LA_ROCHELLE:Line:13;CA_LA_ROCHELLE:VehicleJourney:C3352199;;MOBIITI:StopPlace:78767;MOBIITI:StopPlace:78720;bus
533628;0;3;MOBIITI:Quay:113887.link:83356;MOBIITI:Quay:114541.link:92341;CA_LA_ROCHELLE:Line:3;CA_LA_ROCHELLE:VehicleJourney:C3360390;;MOBIITI:StopPlace:78720;MOBIITI:StopPlace:79073;bus
533671;0;1;MOBIITI:Quay:114007.link:131558;MOBIITI:Quay:113995.link:23926;CA_LA_ROCHELLE:Line:13;CA_LA_ROCHELLE:VehicleJourney:C3352199;;MOBIITI:StopPlace:78782;MOBIITI:StopPlace:78776;bus
533671;0;3;MOBIITI:Quay:114614.link:182643;MOBIITI:Quay:114544.link:145195;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351729;;MOBIITI:StopPlace:79115;MOBIITI:StopPlace:79074;bus
533671;1;6;MOBIITI:Quay:114543.link:145196;MOBIITI:Quay:114001.link:147169;CA_LA_ROCHELLE:Line:4;CA_LA_ROCHELLE:VehicleJourney:C3351774;;MOBIITI:StopPlace:79074;MOBIITI:StopPlace:78779;bus
533671;1;8;MOBIITI:Quay:114001.link:147170;MOBIITI:Quay:114006.link:131557;CA_LA_ROCHELLE:Line:13;CA_LA_ROCHELLE:VehicleJourney:C3352248;;MOBIITI:StopPlace:78779;MOBIITI:StopPlace:78782;bus
533813;0;1;MOBIITI:Quay:114007.link:131558;MOBIITI:Quay:114016.link:123225;CA_LA_ROCHELLE:Line:13;CA_LA_ROCHELLE:VehicleJourney:C3352201;;MOBIITI:StopPlace:78782;MOBIITI:StopPlace:78787;bus
